"","player_id","player_name","cluster","player_team","dob","height"
"304",12021,"Tomas Bugg",7,"Melbourne",1993-04-05,184
"305",12022,"Jeremy Cameron",7,"Greater Western Sydney",1993-04-01,196
"306",12023,"Stephen Coniglio",4,"Greater Western Sydney",1993-12-15,182
"307",12025,"Jonathan Giles",2,"West Coast",1988-01-08,201
"308",12026,"Toby Greene",7,"Greater Western Sydney",1993-09-25,182
"309",12027,"Curtly Hampton",5,"Adelaide",1993-03-10,185
"310",12028,"Jack Hombsch",1,"Gold Coast",1993-03-07,194
"311",12028,"Jack Hombsch",1,"Port Adelaide",1993-03-07,194
"312",12029,"Will Hoskin-Elliott",7,"Collingwood",1993-09-02,186
"313",12030,"Adam Kennedy",3,"Greater Western Sydney",1992-07-12,182
"314",12031,"Tim Mohr",1,"Greater Western Sydney",1988-10-19,196
"315",12032,"Dylan Shiel",4,"Essendon",1993-03-09,182
"316",12032,"Dylan Shiel",4,"Greater Western Sydney",1993-03-09,182
"317",12033,"Devon Smith",4,"Essendon",1993-05-20,174
"318",12033,"Devon Smith",4,"Greater Western Sydney",1993-05-20,174
"319",12034,"Adam Tomlinson",3,"Melbourne",1993-08-10,194
"320",12034,"Adam Tomlinson",3,"Greater Western Sydney",1993-08-10,194
"321",12035,"Jacob Townsend",7,"Richmond",1993-06-20,187
"322",12035,"Jacob Townsend",7,"Essendon",1993-06-20,187
"323",12036,"Dom Tyson",4,"North Melbourne",1993-06-08,186
"324",12036,"Dom Tyson",4,"Melbourne",1993-06-08,186
"325",12037,"Nathan Wilson",3,"Fremantle",1993-01-07,185
"326",12037,"Nathan Wilson",3,"Greater Western Sydney",1993-01-07,185
"327",12038,"Harry Cunningham",3,"Sydney",1993-12-06,181
"328",12039,"Brandon Ellis",3,"Gold Coast",1993-08-03,181
"329",12039,"Brandon Ellis",3,"Richmond",1993-08-03,181
"330",12040,"Steven Morris",6,"Richmond",1988-12-31,185
"331",12043,"Paul Seedsman",3,"Adelaide",1992-01-22,190
"332",12047,"Aaron Hall",3,"North Melbourne",1990-11-09,185
"333",12047,"Aaron Hall",3,"Gold Coast",1990-11-09,185
"334",12048,"Billie Smedts",6,"Carlton",1992-06-08,190
"335",12050,"Tory Dickson",6,"Western Bulldogs",1987-09-26,184
"336",12051,"Clay Smith",6,"Western Bulldogs",1993-05-11,182
"337",12053,"Chad Wingard",4,"Hawthorn",1993-07-29,183
"338",12053,"Chad Wingard",4,"Port Adelaide",1993-07-29,183
"339",12056,"Jack Newnes",5,"Carlton",1993-02-24,186
"340",12056,"Jack Newnes",5,"St Kilda",1993-02-24,186
"341",12057,"Billy Longer",2,"St Kilda",1993-05-12,202
"342",12058,"Adam Treloar",4,"Collingwood",1993-03-09,182
"343",12059,"Sam Kerridge",3,"Carlton",1993-04-26,187
"344",12060,"George Horlin-Smith",5,"Geelong",1992-12-22,188
"345",12060,"George Horlin-Smith",5,"Gold Coast",1992-12-22,188
"346",12061,"Lachie Neale",4,"Brisbane Lions",1993-05-24,177
"347",12061,"Lachie Neale",4,"Fremantle",1993-05-24,177
"348",12065,"Anthony Miles",4,"Richmond",1992-02-28,180
"349",12065,"Anthony Miles",4,"Gold Coast",1992-02-28,180
"350",12066,"Bradley Hill",3,"St Kilda",1993-07-09,179
"351",12066,"Bradley Hill",3,"Fremantle",1993-07-09,179
"352",12067,"Jack Crisp",3,"Collingwood",1993-10-02,190
"353",12070,"Taylor Adams",4,"Collingwood",1993-09-20,181
"354",12071,"Josh Bruce",7,"Western Bulldogs",1992-06-08,197
"355",12071,"Josh Bruce",7,"St Kilda",1992-06-08,197
"356",12073,"Jarryd Lyons",4,"Brisbane Lions",1992-07-22,184
"357",12073,"Jarryd Lyons",4,"Gold Coast",1992-07-22,184
"358",12074,"Aaron Young",5,"Port Adelaide",1992-12-06,189
"359",12074,"Aaron Young",5,"Gold Coast",1992-12-06,189
"360",12075,"Lee Spurr",1,"Fremantle",1987-07-27,182
"361",12078,"Liam Sumner",6,"Carlton",1993-08-16,178
"362",12080,"Josh Jenkins",7,"Geelong",1989-02-08,200
"363",12080,"Josh Jenkins",7,"Adelaide",1989-02-08,200
"364",12081,"Andrew Phillips",2,"Essendon",1991-07-03,201
"365",12081,"Andrew Phillips",2,"Carlton",1991-07-03,201
"366",12082,"Dayne Zorko",4,"Brisbane Lions",1989-02-09,175
"367",12086,"Alex Sexton",7,"Gold Coast",1993-12-03,186
"368",12087,"Matt Buntine",1,"Greater Western Sydney",1993-10-19,189
"369",12091,"Jamie Elliott",7,"Collingwood",1992-08-21,178
"370",12092,"Marley Williams",1,"North Melbourne",1993-07-22,181
"371",12093,"Elliot Yeo",4,"West Coast",1993-10-01,190
"372",12094,"Lincoln McCarthy",7,"Brisbane Lions",1993-10-22,176
"373",12094,"Lincoln McCarthy",7,"Geelong",1993-10-22,176
"374",12096,"Nick Haynes",3,"Greater Western Sydney",1992-05-18,193
"375",12097,"Hayden Crozier",3,"Western Bulldogs",1993-12-24,185
"376",12097,"Hayden Crozier",3,"Fremantle",1993-12-24,185
"377",12099,"Jonathon Patton",7,"Hawthorn",1993-05-20,198
"378",12099,"Jonathon Patton",7,"Greater Western Sydney",1993-05-20,198
"379",12102,"Sam Gibson",3,"North Melbourne",1986-05-27,185
"380",12102,"Sam Gibson",3,"Adelaide",1986-05-27,185
"381",12103,"Tom Campbell",2,"North Melbourne",1991-11-02,201
"382",12103,"Tom Campbell",2,"Western Bulldogs",1991-11-02,201
"383",12105,"Todd Elton",6,"Richmond",1993-04-29,197
"384",12107,"Jordan Murdoch",5,"Gold Coast",1992-03-23,190
"385",12107,"Jordan Murdoch",5,"Geelong",1992-03-23,190
"386",12111,"Cam Sutcliffe",6,"Fremantle",1992-05-23,186
"387",12111,"Cam Sutcliffe",6,"Port Adelaide",1992-05-23,186
"388",12113,"Mark Baguley",5,"Essendon",1987-05-21,178
"389",12116,"Josh Walker",1,"North Melbourne",1992-11-12,197
"390",12116,"Josh Walker",1,"Brisbane Lions",1992-11-12,197
"391",12119,"Luke Brown",1,"Adelaide",1992-09-22,181
"392",12120,"Tom Bell",5,"Brisbane Lions",1991-06-13,188
"393",12121,"Levi Casboult",7,"Carlton",1990-03-15,201
"394",12124,"Sam Frost",1,"Hawthorn",1993-08-28,194
"395",12124,"Sam Frost",1,"Melbourne",1993-08-28,194
"396",12128,"Jason Johannisen",3,"Western Bulldogs",1992-11-08,180
"397",12133,"Lin Jong",5,"Western Bulldogs",1993-06-04,188
"398",12134,"Fletcher Roberts",1,"Western Bulldogs",1993-06-03,196
"399",12138,"Sebastian Ross",4,"St Kilda",1993-05-07,188
"400",12140,"Jackson Merrett",6,"Essendon",1993-02-27,184
"401",12141,"Tommy Sheridan",6,"Fremantle",1993-10-28,187
"402",12141,"Tommy Sheridan",6,"Greater Western Sydney",1993-10-28,187
"403",12146,"Lachie Plowman",1,"Carlton",1994-09-11,193
"404",12147,"Lachie Whitfield",4,"Greater Western Sydney",1994-07-18,187
"405",12148,"Dane Rampe",1,"Sydney",1990-06-02,187
"406",12149,"Jaeger O'Meara",4,"Hawthorn",1994-02-23,183
"407",12151,"Jimmy Toumpas",3,"Port Adelaide",1994-01-02,183
"408",12152,"Jack Viney",4,"Melbourne",1994-04-13,178
"409",12154,"Jake Neade",5,"Port Adelaide",1994-05-29,171
"410",12155,"Ollie Wines",4,"Port Adelaide",1994-10-07,187
